Serial Port,Voltage (V),Average X,Average Y,Average Z

COM16,0.016191223771642036,-40.43,-5.1,-70.66
COM18,0.016191223771642036,-18.81,23.71,-48.59
COM19,0.016191223771642036,-62.14,9.1,-46.9
COM20,0.016191223771642036,-20.41,-35.16,-64.49
COM21,0.016191223771642036,-43.01,41.18,-62.97
COM16,0.03172802629347525,-41.08,21.87,-65.75
COM18,0.03172802629347525,-22.44,13.62,-61.39
COM19,0.03172802629347525,-60.49,54.24,-43.94
COM20,0.03172802629347525,-23.77,9.39,-60.57
COM21,0.03172802629347525,-53.57,53.38,-60.59
COM16,0.026461682628152693,-37.05,-9.53,-73.75
COM18,0.026461682628152693,-34.08,23.35,-50.37
COM19,0.026461682628152693,3.79,4.67,-44.09
COM20,0.026461682628152693,37.53,-36.22,-62.39
COM21,0.026461682628152693,10.73,38.53,-50.82
COM16,0.04662561689337128,-40.68,23.13,-67.57
COM18,0.04662561689337128,-22.03,14.08,-59.9
COM19,0.04662561689337128,-60.91,54.29,-39.81
COM20,0.04662561689337128,-23.64,9.29,-56.28
COM21,0.04662561689337128,-54.11,53.57,-62.99
COM16,0.09788540121152574,-39.74,2.17,-81.64
COM18,0.09788540121152574,-16.07,25.69,-41.83
COM19,0.09788540121152574,-63.53,11.06,-21.93
COM20,0.09788540121152574,-19.89,-33.93,-40.2
COM21,0.09788540121152574,-46.89,41.23,-75.62
COM16,0.04146795427649723,-36.79,-8.51,-75.39
COM18,0.04146795427649723,-33.3,23.79,-49.43
COM19,0.04146795427649723,3.74,5.18,-39.05
COM20,0.04146795427649723,37.26,-35.56,-58.05
COM21,0.04146795427649723,9.97,38.32,-53.15
COM16,0.14525713300664764,-39.13,6.54,-88.44
COM18,0.14525713300664764,-14.42,26.64,-37.41
COM19,0.14525713300664764,-64.05,12.3,-6.98
COM20,0.14525713300664764,-19.58,-33.9,-26.11
COM21,0.14525713300664764,-48.68,41.4,-83.01
COM16,0.26767285860609563,-34.58,13.17,-107.26
COM18,0.26767285860609563,-26.06,29.97,-30.05
COM19,0.26767285860609563,-0.19,10.0,31.91
COM20,0.26767285860609563,39.66,-34.12,10.61
COM21,0.26767285860609563,-0.25,38.69,-89.05
COM16,0.028069950443804993,-36.85,-9.36,-73.6
COM18,0.028069950443804993,-33.67,23.31,-49.91
COM19,0.028069950443804993,3.64,5.14,-42.36
COM20,0.028069950443804993,37.73,-35.78,-61.77
COM21,0.028069950443804993,10.93,38.35,-51.57
COM16,0.19478619584916412,-36.13,31.68,-90.43
COM18,0.19478619584916412,-32.47,17.53,-49.62
COM19,0.19478619584916412,2.97,51.87,7.39
COM20,0.19478619584916412,36.36,8.65,-12.84
COM21,0.19478619584916412,-7.87,51.09,-72.78
COM16,0.05435377297210665,-37.0,18.93,-70.6
COM18,0.05435377297210665,-36.75,13.69,-61.0
COM19,0.05435377297210665,5.25,48.99,-37.16
COM20,0.05435377297210665,35.07,7.9,-54.83
COM21,0.05435377297210665,-0.85,50.45,-49.9
COM16,0.11484194373529445,-36.14,-1.59,-85.49
COM18,0.11484194373529445,-30.58,25.92,-42.77
COM19,0.11484194373529445,2.33,6.61,-16.6
COM20,0.11484194373529445,38.58,-35.36,-35.55
COM21,0.11484194373529445,6.9,38.62,-64.64
COM16,0.1138528922755959,-35.63,-1.81,-85.13
COM18,0.1138528922755959,-30.93,25.54,-43.31
COM19,0.1138528922755959,2.5,6.58,-16.4
COM20,0.1138528922755959,38.63,-35.52,-36.29
COM21,0.1138528922755959,6.83,38.64,-64.7
COM16,0.27928384393283207,-37.7,18.56,-106.58
COM18,0.27928384393283207,-10.22,30.19,-26.74
COM19,0.27928384393283207,-65.92,15.18,35.48
COM20,0.27928384393283207,-17.77,-32.75,15.23
COM21,0.27928384393283207,-54.48,41.45,-104.1
COM16,0.043134227529724865,-39.97,22.77,-66.34
COM18,0.043134227529724865,-21.69,13.75,-59.17
COM19,0.043134227529724865,-60.33,53.86,-40.27
COM20,0.043134227529724865,-23.36,9.34,-57.47
COM21,0.043134227529724865,-53.64,53.12,-62.3
COM16,0.13848121982061978,-39.42,31.06,-79.99
COM18,0.13848121982061978,-18.79,16.01,-51.32
COM19,0.13848121982061978,-61.89,55.99,-10.68
COM20,0.13848121982061978,-22.55,9.85,-28.8
COM21,0.13848121982061978,-57.93,53.42,-77.37
COM16,0.12589088511626367,-39.52,29.97,-78.14
COM18,0.12589088511626367,-19.13,16.05,-52.23
COM19,0.12589088511626367,-61.65,55.66,-14.49
COM20,0.12589088511626367,-22.54,9.6,-33.17
COM21,0.12589088511626367,-57.33,53.51,-75.85
COM16,0.0450272518157944,-36.86,18.24,-68.77
COM18,0.0450272518157944,-37.22,13.64,-61.81
COM19,0.0450272518157944,5.84,48.64,-39.89
COM20,0.0450272518157944,34.83,7.75,-57.37
COM21,0.0450272518157944,0.2,50.63,-49.15
COM16,0.027877354351155823,-39.73,-5.22,-70.9
COM18,0.027877354351155823,-17.96,23.65,-47.13
COM19,0.027877354351155823,-62.14,9.63,-42.79
COM20,0.027877354351155823,-20.41,-34.37,-60.71
COM21,0.027877354351155823,-43.39,41.24,-65.45
COM16,0.03634642189540348,-39.8,-4.36,-71.98
COM18,0.03634642189540348,-17.47,23.75,-46.49
COM19,0.03634642189540348,-62.4,10.3,-40.06
COM20,0.03634642189540348,-20.35,-34.46,-58.27
COM21,0.03634642189540348,-43.39,41.27,-65.99
COM16,0.17932741609549094,-38.4,9.31,-92.27
COM18,0.17932741609549094,-13.52,27.54,-34.91
COM19,0.17932741609549094,-64.32,13.24,4.3
COM20,0.17932741609549094,-19.05,-33.53,-15.77
COM21,0.17932741609549094,-50.22,41.5,-88.4
COM16,0.10590503105218914,-39.33,3.04,-81.62
COM18,0.10590503105218914,-15.66,25.83,-40.77
COM19,0.10590503105218914,-63.32,11.59,-19.51
COM20,0.10590503105218914,-19.64,-33.81,-36.84
COM21,0.10590503105218914,-46.46,41.36,-77.0
COM16,0.1363851843233639,-36.3,26.23,-81.42
COM18,0.1363851843233639,-34.39,16.11,-54.69
COM19,0.1363851843233639,4.21,50.36,-11.66
COM20,0.1363851843233639,35.66,8.23,-29.88
COM21,0.1363851843233639,-4.95,50.38,-63.8
COM16,0.05332129735779578,-36.9,19.04,-69.99
COM18,0.05332129735779578,-36.7,14.1,-61.73
COM19,0.05332129735779578,5.5,48.69,-36.95
COM20,0.05332129735779578,34.89,7.64,-54.88
COM21,0.05332129735779578,-0.7,50.37,-50.46
COM16,0.0017267250938045153,-36.89,14.36,-62.82
COM18,0.0017267250938045153,-38.42,12.56,-65.95
COM19,0.0017267250938045153,6.43,47.86,-53.2
COM20,0.0017267250938045153,34.32,7.33,-70.83
COM21,0.0017267250938045153,2.18,50.61,-42.13
COM16,0.022107977330450744,-39.96,-5.6,-70.42
COM18,0.022107977330450744,-18.08,23.62,-47.36
COM19,0.022107977330450744,-61.83,9.79,-45.18
COM20,0.022107977330450744,-20.86,-34.6,-62.21
COM21,0.022107977330450744,-43.22,41.16,-64.18
COM16,0.17219920610644876,-35.58,29.82,-86.42
COM18,0.17219920610644876,-32.14,16.68,-49.89
COM19,0.17219920610644876,3.61,51.28,0.17
COM20,0.17219920610644876,35.83,8.32,-19.31
COM21,0.17219920610644876,-6.71,50.8,-69.48
COM16,0.05952032262685986,-39.45,-2.1,-75.63
COM18,0.05952032262685986,-16.78,24.59,-45.09
COM19,0.05952032262685986,-62.54,10.49,-33.18
COM20,0.05952032262685986,-19.32,-33.69,-49.52
COM21,0.05952032262685986,-44.77,41.13,-70.11
COM16,0.24915841681025316,-34.4,11.35,-104.47
COM18,0.24915841681025316,-26.53,29.09,-32.14
COM19,0.24915841681025316,0.47,9.69,25.69
COM20,0.24915841681025316,39.67,-34.61,5.22
COM21,0.24915841681025316,0.34,38.47,-86.56
COM16,0.20090365479225683,-34.77,7.12,-97.52
COM18,0.20090365479225683,-26.91,26.93,-35.42
COM19,0.20090365479225683,1.26,8.52,10.44
COM20,0.20090365479225683,39.04,-34.71,-9.81
COM21,0.20090365479225683,2.9,38.57,-78.15
COM16,0.05293962738491837,-39.44,-2.12,-74.66
COM18,0.05293962738491837,-17.22,24.01,-45.54
COM19,0.05293962738491837,-62.23,10.83,-35.23
COM20,0.05293962738491837,-20.22,-34.18,-53.34
COM21,0.05293962738491837,-44.53,41.06,-69.33
COM16,0.11979147532672445,-39.08,4.47,-83.72
COM18,0.11979147532672445,-15.1,25.81,-40.2
COM19,0.11979147532672445,-63.26,12.08,-14.77
COM20,0.11979147532672445,-19.97,-33.96,-33.29
COM21,0.11979147532672445,-47.57,41.23,-79.58
COM16,0.16848799135269227,-34.91,4.13,-92.52
COM18,0.16848799135269227,-29.02,26.74,-39.0
COM19,0.16848799135269227,1.97,7.92,1.01
COM20,0.16848799135269227,38.91,-35.08,-19.92
COM21,0.16848799135269227,4.36,38.51,-73.44
COM16,0.27986060061534024,-34.2,14.19,-108.1
COM18,0.27986060061534024,-25.48,29.97,-30.03
COM19,0.27986060061534024,-0.47,9.89,34.15
COM20,0.27986060061534024,39.82,-34.37,14.01
COM21,0.27986060061534024,-1.84,38.41,-90.78
COM16,0.14450919735711218,-38.43,6.89,-87.12
COM18,0.14450919735711218,-14.45,26.5,-38.01
COM19,0.14450919735711218,-63.74,12.48,-7.19
COM20,0.14450919735711218,-19.54,-33.8,-26.6
COM21,0.14450919735711218,-48.64,41.19,-82.77
COM16,0.2556187026042341,-34.15,11.98,-104.68
COM18,0.2556187026042341,-26.45,29.11,-32.3
COM19,0.2556187026042341,0.27,9.55,27.33
COM20,0.2556187026042341,39.58,-34.11,7.22
COM21,0.2556187026042341,0.86,38.83,-86.79
COM16,0.2646146352051081,-37.38,17.43,-103.8
COM18,0.2646146352051081,-10.82,29.68,-28.49
COM19,0.2646146352051081,-65.53,15.24,30.3
COM20,0.2646146352051081,-18.26,-32.39,10.37
COM21,0.2646146352051081,-53.77,41.16,-101.92
COM16,0.20242936427624927,-34.91,6.9,-97.67
COM18,0.20242936427624927,-28.1,27.96,-36.12
COM19,0.20242936427624927,1.8,8.86,11.26
COM20,0.20242936427624927,39.21,-34.26,-9.95
COM21,0.20242936427624927,3.06,38.15,-78.76
COM16,0.16715533864177642,-35.27,28.07,-86.0
COM18,0.16715533864177642,-33.29,17.02,-52.75
COM19,0.16715533864177642,3.83,51.09,-1.74
COM20,0.16715533864177642,36.1,8.82,-21.34
COM21,0.16715533864177642,-6.44,49.99,-68.54
COM16,0.09770501287171898,-38.92,2.12,-80.63
COM18,0.09770501287171898,-15.5,25.25,-42.28
COM19,0.09770501287171898,-62.94,11.31,-21.66
COM20,0.09770501287171898,-19.81,-33.74,-40.11
COM21,0.09770501287171898,-46.3,40.93,-76.09
COM16,0.10995328172780762,-35.35,-2.4,-84.41
COM18,0.10995328172780762,-30.96,25.17,-43.83
COM19,0.10995328172780762,2.78,7.03,-17.66
COM20,0.10995328172780762,38.16,-34.8,-37.29
COM21,0.10995328172780762,7.28,37.8,-64.43
COM16,0.28813921439172285,-34.06,39.68,-103.23
COM18,0.28813921439172285,-29.38,20.19,-41.91
COM19,0.28813921439172285,2.34,53.73,36.65
COM20,0.28813921439172285,36.86,9.72,16.47
COM21,0.28813921439172285,-11.53,50.33,-87.02
COM16,0.19721161539012164,-37.96,10.99,-94.48
COM18,0.19721161539012164,-12.64,28.1,-33.27
COM19,0.19721161539012164,-64.1,13.67,10.34
COM20,0.19721161539012164,-18.98,-32.97,-10.49
COM21,0.19721161539012164,-50.55,40.67,-91.01
COM16,0.13686104471067762,-35.73,26.33,-81.52
COM18,0.13686104471067762,-34.3,16.04,-54.61
COM19,0.13686104471067762,4.48,50.68,-11.35
COM20,0.13686104471067762,35.65,8.4,-30.2
COM21,0.13686104471067762,-4.77,49.85,-63.36
COM16,0.11647202355476484,-39.23,28.81,-76.57
COM18,0.11647202355476484,-19.57,15.88,-53.24
COM19,0.11647202355476484,-61.24,55.71,-17.86
COM20,0.11647202355476484,-22.66,9.73,-35.3
COM21,0.11647202355476484,-56.37,52.41,-73.61
COM16,0.13879155825917588,-35.3,26.58,-81.62
COM18,0.13879155825917588,-34.33,16.2,-54.31
COM19,0.13879155825917588,4.63,50.59,-10.43
COM20,0.13879155825917588,35.8,8.56,-29.76
COM21,0.13879155825917588,-4.83,49.56,-63.67
COM16,0.1353399007168298,-34.72,0.92,-87.17
COM18,0.1353399007168298,-29.87,26.37,-40.92
COM19,0.1353399007168298,2.37,6.91,-9.55
COM20,0.1353399007168298,38.49,-34.84,-29.46
COM21,0.1353399007168298,6.42,37.71,-68.54
COM16,0.016630486094305705,-39.52,-6.13,-68.97
COM18,0.016630486094305705,-18.3,23.33,-48.14
COM19,0.016630486094305705,-61.75,9.79,-46.29
COM20,0.016630486094305705,-20.44,-34.74,-64.36
COM21,0.016630486094305705,-42.24,40.61,-63.12
COM16,0.014449661329392481,-39.58,-6.31,-68.68
COM18,0.014449661329392481,-18.47,23.25,-48.31
COM19,0.014449661329392481,-61.49,9.74,-46.31
COM20,0.014449661329392481,-20.41,-34.33,-65.27
COM21,0.014449661329392481,-42.33,40.65,-62.8
COM16,0.07756918231469188,-35.52,-5.28,-79.7
COM18,0.07756918231469188,-32.45,24.82,-46.24
COM19,0.07756918231469188,3.23,6.33,-27.41
COM20,0.07756918231469188,38.01,-35.56,-47.09
COM21,0.07756918231469188,8.94,38.24,-58.63
COM16,0.0005763926525856222,-36.34,-12.03,-68.94
COM18,0.0005763926525856222,-34.33,22.29,-52.8
COM19,0.0005763926525856222,4.51,5.01,-50.41
COM20,0.0005763926525856222,37.39,-35.59,-69.91
COM21,0.0005763926525856222,12.04,38.07,-46.59
COM16,0.2972531378661316,-33.49,15.67,-110.09
COM18,0.2972531378661316,-25.15,30.09,-27.96
COM19,0.2972531378661316,-0.87,10.79,41.32
COM20,0.2972531378661316,40.35,-33.65,19.48
COM21,0.2972531378661316,-2.06,38.33,-93.26
COM16,0.1225885019494148,-35.54,25.03,-79.68
COM18,0.1225885019494148,-34.85,15.57,-55.48
COM19,0.1225885019494148,4.42,50.38,-15.21
COM20,0.1225885019494148,35.63,8.33,-34.18
COM21,0.1225885019494148,-4.32,49.89,-61.28
COM16,0.04823701402999333,-39.44,-3.6,-73.37
COM18,0.04823701402999333,-17.22,24.01,-45.83
COM19,0.04823701402999333,-62.2,10.65,-36.31
COM20,0.04823701402999333,-20.23,-34.25,-54.34
COM21,0.04823701402999333,-43.98,40.58,-67.92
COM16,0.27752049810570395,-34.35,38.63,-100.79
COM18,0.27752049810570395,-30.0,19.59,-43.04
COM19,0.27752049810570395,2.26,53.12,33.21
COM20,0.27752049810570395,37.08,9.32,13.44
COM21,0.27752049810570395,-11.25,50.04,-85.22
COM16,0.05509518423270721,-39.01,-2.72,-73.77
COM18,0.05509518423270721,-17.07,24.25,-45.05
COM19,0.05509518423270721,-61.86,10.65,-34.39
COM20,0.05509518423270721,-20.33,-34.22,-52.24
COM21,0.05509518423270721,-44.49,40.77,-68.86
COM16,0.1878400933061856,-37.9,10.31,-92.64
COM18,0.1878400933061856,-12.68,27.6,-34.19
COM19,0.1878400933061856,-64.18,13.48,7.29
COM20,0.1878400933061856,-19.23,-33.33,-12.68
COM21,0.1878400933061856,-50.17,40.94,-89.66
COM16,0.1939114441491585,-34.43,6.31,-95.79
COM18,0.1939114441491585,-28.2,27.6,-36.59
COM19,0.1939114441491585,1.46,8.62,9.23
COM20,0.1939114441491585,38.91,-34.51,-11.51
COM21,0.1939114441491585,3.41,38.38,-77.62
COM16,0.11344939542324237,-35.2,-2.01,-83.77
COM18,0.11344939542324237,-30.54,25.28,-43.15
COM19,0.11344939542324237,3.13,7.08,-16.11
COM20,0.11344939542324237,38.19,-34.73,-35.55
COM21,0.11344939542324237,7.44,38.37,-65.05
COM16,0.073745126716327,-35.52,-5.66,-79.29
COM18,0.073745126716327,-32.04,24.21,-47.15
COM19,0.073745126716327,3.68,6.38,-28.44
COM20,0.073745126716327,37.73,-35.07,-47.5
COM21,0.073745126716327,9.09,38.04,-58.58
COM16,0.038018625153803755,-36.31,16.43,-67.67
COM18,0.038018625153803755,-37.34,13.4,-62.9
COM19,0.038018625153803755,6.05,48.63,-41.55
COM20,0.038018625153803755,34.55,7.63,-59.02
COM21,0.038018625153803755,1.18,49.81,-47.94
COM16,0.1012904596988626,-38.68,2.7,-80.58
COM18,0.1012904596988626,-15.84,25.26,-41.84
COM19,0.1012904596988626,-63.27,11.6,-20.22
COM20,0.1012904596988626,-19.89,-33.92,-38.32
COM21,0.1012904596988626,-46.32,40.8,-76.48
COM16,0.06241708401335384,-39.57,24.05,-69.28
COM18,0.06241708401335384,-21.19,13.95,-57.7
COM19,0.06241708401335384,-60.71,54.51,-33.62
COM20,0.06241708401335384,-23.06,9.37,-51.47
COM21,0.06241708401335384,-54.2,52.84,-65.32
COM16,0.2519097964554091,-37.98,41.03,-95.65
COM18,0.2519097964554091,-15.2,19.68,-42.29
COM19,0.2519097964554091,-63.66,58.46,25.58
COM20,0.2519097964554091,-21.5,10.64,6.84
COM21,0.2519097964554091,-62.67,53.14,-94.93
COM16,0.21142705591470032,-37.77,12.79,-96.38
COM18,0.21142705591470032,-12.35,28.32,-31.74
COM19,0.21142705591470032,-64.76,13.75,15.18
COM20,0.21142705591470032,-19.05,-33.57,-5.42
COM21,0.21142705591470032,-51.13,41.02,-93.29
COM16,0.19604294658044547,-35.11,31.49,-89.63
COM18,0.19604294658044547,-32.32,17.33,-49.2
COM19,0.19604294658044547,3.54,51.74,8.31
COM20,0.19604294658044547,36.44,8.72,-11.52
COM21,0.19604294658044547,-7.33,50.17,-72.66
COM16,0.07587250827848359,-35.52,-5.88,-79.1
COM18,0.07587250827848359,-32.13,24.23,-45.24
COM19,0.07587250827848359,3.67,5.95,-27.54
COM20,0.07587250827848359,37.92,-35.58,-46.55
COM21,0.07587250827848359,9.1,37.96,-57.88
COM16,0.07358834424545464,-39.36,25.38,-70.61
COM18,0.07358834424545464,-20.8,14.48,-55.74
COM19,0.07358834424545464,-60.53,54.58,-30.61
COM20,0.07358834424545464,-23.19,9.39,-47.77
COM21,0.07358834424545464,-54.5,52.68,-67.38
COM16,0.12708360890998585,-38.33,4.83,-84.5
COM18,0.12708360890998585,-15.14,26.16,-38.62
COM19,0.12708360890998585,-63.11,12.22,-12.04
COM20,0.12708360890998585,-19.43,-33.9,-30.91
COM21,0.12708360890998585,-47.33,40.76,-79.54
COM16,0.2567856841587959,-37.59,41.56,-96.35
COM18,0.2567856841587959,-15.15,19.48,-41.34
COM19,0.2567856841587959,-63.74,58.71,26.89
COM20,0.2567856841587959,-21.27,10.35,8.16
COM21,0.2567856841587959,-62.99,53.0,-95.14
COM16,0.10047727258188151,-35.34,-3.24,-82.35
COM18,0.10047727258188151,-31.35,24.81,-43.98
COM19,0.10047727258188151,3.2,6.52,-20.34
COM20,0.10047727258188151,38.47,-35.57,-39.6
COM21,0.10047727258188151,7.95,37.88,-62.19
COM16,0.2340523437798004,-37.54,39.87,-92.95
COM18,0.2340523437798004,-15.83,18.88,-43.09
COM19,0.2340523437798004,-63.22,58.26,19.68
COM20,0.2340523437798004,-21.21,10.22,0.99
COM21,0.2340523437798004,-61.95,52.95,-91.95
COM16,0.085301670010695,-35.76,21.57,-73.93
COM18,0.085301670010695,-35.91,14.34,-58.19
COM19,0.085301670010695,5.25,49.69,-26.78
COM20,0.085301670010695,35.52,7.83,-45.53
COM21,0.085301670010695,-2.11,49.78,-54.88
COM16,0.16372703997748564,-37.43,32.51,-79.93
COM18,0.16372703997748564,-18.02,17.0,-49.18
COM19,0.16372703997748564,-62.15,56.82,-2.42
COM20,0.16372703997748564,-21.79,10.1,-20.75
COM21,0.16372703997748564,-58.18,52.72,-80.39
COM16,0.048085170952041886,-35.72,-7.84,-75.37
COM18,0.048085170952041886,-32.6,23.65,-48.47
COM19,0.048085170952041886,4.03,5.53,-36.45
COM20,0.048085170952041886,37.75,-35.69,-54.98
COM21,0.048085170952041886,9.76,37.76,-53.69
COM16,0.00311570799400831,-36.95,14.37,-62.52
COM18,0.00311570799400831,-38.57,12.52,-65.68
COM19,0.00311570799400831,6.79,48.13,-52.23
COM20,0.00311570799400831,34.15,7.53,-70.65
COM21,0.00311570799400831,2.36,49.97,-42.08
COM16,0.17956959771528214,-38.04,9.75,-91.49
COM18,0.17956959771528214,-13.94,27.43,-34.81
COM19,0.17956959771528214,-63.94,13.39,5.19
COM20,0.17956959771528214,-18.98,-33.71,-14.79
COM21,0.17956959771528214,-49.97,41.11,-87.77
COM16,0.138149715115435,-35.15,1.47,-87.84
COM18,0.138149715115435,-30.63,25.86,-41.25
COM19,0.138149715115435,2.74,7.45,-8.93
COM20,0.138149715115435,38.39,-35.15,-28.15
COM21,0.138149715115435,6.12,37.96,-68.16
COM16,0.211809191273971,-34.9,31.77,-92.2
COM18,0.211809191273971,-32.08,18.06,-48.11
COM19,0.211809191273971,3.29,52.33,12.81
COM20,0.211809191273971,36.08,8.93,-7.31
COM21,0.211809191273971,-8.02,50.21,-74.17
COM16,0.25385224469134593,-37.83,41.05,-96.0
COM18,0.25385224469134593,-15.64,19.78,-42.04
COM19,0.25385224469134593,-63.84,58.77,26.0
COM20,0.25385224469134593,-21.84,10.52,6.76
COM21,0.25385224469134593,-62.81,53.33,-94.85
COM16,0.0837558446176433,-38.95,0.53,-78.72
COM18,0.0837558446176433,-16.59,25.13,-42.99
COM19,0.0837558446176433,-62.62,11.04,-25.5
COM20,0.0837558446176433,-19.81,-34.21,-43.9
COM21,0.0837558446176433,-45.29,40.72,-73.37
COM16,0.06642606018129246,-39.18,-1.46,-76.31
COM18,0.06642606018129246,-16.98,24.43,-44.18
COM19,0.06642606018129246,-62.18,11.15,-30.93
COM20,0.06642606018129246,-20.08,-34.24,-49.75
COM21,0.06642606018129246,-44.49,40.48,-70.47
COM16,0.2065007555252013,-38.75,37.28,-89.65
COM18,0.2065007555252013,-16.82,18.1,-45.86
COM19,0.2065007555252013,-62.71,57.41,11.04
COM20,0.2065007555252013,-21.75,10.51,-8.17
COM21,0.2065007555252013,-60.92,52.82,-87.3
COM16,0.07941300592649236,-36.45,21.25,-73.9
COM18,0.07941300592649236,-36.25,14.21,-59.32
COM19,0.07941300592649236,5.44,49.51,-28.83
COM20,0.07941300592649236,34.91,8.05,-47.13
COM21,0.07941300592649236,-2.28,49.97,-53.58
COM16,0.271749743561795,-34.1,13.19,-106.97
COM18,0.271749743561795,-25.98,29.73,-29.55
COM19,0.271749743561795,0.49,9.93,33.1
COM20,0.271749743561795,39.85,-34.11,12.68
COM21,0.271749743561795,0.06,38.5,-89.11
COM16,0.14326169201686023,-34.87,1.6,-88.85
